8609	12975	4
9108	6212	4
6849	14530	3
1974	13622	4
4572	2489	3
798	60	4
1204	98	5
182	5078	4
200	479	4
4386	14466	1
362	14428	4
1345	4396	5
5878	11973	5
13223	9783	5
12459	12745	4
595	13037	5
874	10206	5
1309	7088	3
182	14886	1
364	12170	4
1075	2674	3
17390	15499	5
5104	10186	5
10996	12385	1
4994	12129	5
4980	4153	4
10021	6406	5
1607	7931	4
1874	1040	5
852	5046	4
11232	11901	5
418	12279	4
434	43	5
9310	6219	5
12819	8806	4
16449	14943	5
67	7702	4
3611	2213	5
2066	10179	5
40	403	4
1249	298	5
258	1177	5
1068	13545	2
1771	15573	4
842	7741	2
1343	9112	4
1432	14435	5
10060	14878	4
6345	6658	3
857	15777	3
4801	12654	5
16076	12807	5
8451	6068	4
2197	14506	4
167	6791	4
10374	12015	5
3908	6017	5
1700	309	5
2033	3137	2
1988	4867	5
13914	10831	4
200	349	4
4127	2274	5
1825	15691	2
10239	7605	5
437	12918	5
1657	15454	2
5887	12105	4
6788	4196	5
337	48	4
2748	8351	5
119	11855	2
2589	6210	4
1507	11619	5
1359	7560	5
1822	12834	5
1717	13553	4
119	7306	2
16602	13419	5
4150	2278	2
1263	7889	5
300	9268	5
3795	6152	5
1761	12975	2
6586	7852	5
9210	10515	5
1367	3748	4
136	12516	4
2124	9991	3
61	12106	4
1333	2591	3
1989	7602	4
9742	6296	5
1140	6538	3
9440	6248	1
618	13344	5
957	6702	4
118	12146	5
200	5859	4
6397	4523	5
1297	6325	4
301	12398	5
40	9534	3
7852	13399	5
1075	4830	1
461	8637	5
11712	7589	4
9584	7740	5
790	211	5
4027	6760	4
8076	5770	5
7190	4451	4
2326	5118	4
3168	15916	2
1801	3962	3
1260	12193	4
61	10988	5
3795	12010	4
278	7067	4
1711	10296	5
4682	4244	5
39	15128	4
242	4126	1
4877	3081	5
1607	13164	4
44	2278	4
324	30	5
2490	11362	5
14795	12004	5
2714	1191	5
14513	11793	5
1989	9466	3
1644	13494	5
119	2879	4
2373	12864	4
11057	7140	5
16857	14067	4
62	12252	5
461	12682	2
2033	519	5
927	77	4
3542	12467	4
1451	11033	5
119	8506	4
1486	16014	5
1825	9918	5
7140	11113	5
1297	6701	5
279	13222	4
562	5865	4
5591	8654	5
234	21	4
119	7877	4
1002	5099	5
2043	3167	5
761	12088	4
355	7876	5
5449	3419	4
405	5498	5
5	14325	4
2549	1045	5
2404	11959	4
454	393	5
5581	7423	5
11599	9208	5
2843	14354	3
11694	7585	3
1911	13121	5
794	4180	4
2795	7499	5
1498	4560	3
15359	12252	4
573	53	4
3927	2252	5
1824	8929	3
3615	12119	4
7340	15192	4
8666	12090	4
58	10192	5
2330	6273	4
2259	5473	4
88	6590	5
3397	1963	5
10468	7788	5
2712	1191	5
38	12128	4
4156	2280	4
369	14397	5
5256	6119	5
7159	8460	5
38	12057	4
875	337	5
731	12078	4
15844	12454	5
304	8102	5
10148	6560	2
13931	10990	5
7595	5080	4
438	6480	4
6093	12642	3
461	3271	4
7595	5025	5
15546	13005	3
3727	6016	3
4961	7544	5
2267	13193	1
1353	5662	4
876	2672	5
6242	12218	5
2863	6247	5
7209	12364	4
3948	7584	5
4514	7572	5
13356	10206	5
2754	9065	5
369	7487	5
8515	12105	5
13319	10150	3
119	15590	4
200	2883	3
110	14766	5
2312	779	4
15130	12105	4
8817	6328	5
190	15	5
5211	3226	5
807	8330	5
154	12226	3
461	4127	5
1333	16041	3
7257	4565	4
236	6161	5
13701	10419	5
1929	14004	2
289	6247	5
3383	10694	4
10519	11304	5
181	2288	3
61	6643	5
3450	11793	5
1075	14080	3
7015	10596	4
3273	1856	4
2176	7680	5
6112	4137	4
1782	14480	5
8349	6120	4
5389	3442	4
1393	1126	4
5891	6159	4
86	6119	5
10661	6806	4
8117	6016	5
1249	8934	5
1333	8198	3
5046	10296	5
5658	3735	4
4801	9241	3
9144	6240	4
1203	7038	2
15697	12383	5
1154	12026	3
1237	6296	5
17090	14429	4
980	2826	4
15534	12324	4
11922	7689	4
1498	12152	4
8167	6020	4
61	6074	5
9962	6365	5
741	62	5
161	920	5
15802	12468	4
4790	2747	4
2671	2322	3
1728	314	2
1075	2647	2
2065	13199	4
16128	12975	5
4729	2670	5
13261	10134	3
1675	4653	5
347	12570	4
1333	7686	2
3655	6322	4
13464	10206	5
8981	14416	5
17502	15258	5
1257	3038	4
12142	14396	3
10895	13538	5
15658	12367	5
5819	15179	4
7592	5031	4
3162	4625	4
811	2254	4
293	7704	5
12344	7932	4
62	14350	5
12954	9077	5
5403	3361	3
641	53	4
2457	6728	5
1522	3795	4
1781	9540	5
2033	9991	5
1801	2990	3
200	2360	5
147	10320	5
6193	11973	4
40	2808	3
6160	4143	5
1393	12395	4
154	7492	3
223	14350	2
8068	5725	5
591	7623	4
2665	5361	5
10913	6959	5
15954	12494	4
11122	7332	5
1768	14270	2
2399	886	3
6214	12650	2
11367	7404	5
9521	12363	5
2677	7534	5
246	6032	5
138	11	5
13845	10679	5
4514	6163	4
205	12437	4
4206	10206	5
1868	14901	5
9966	6365	4
2115	8693	5
4985	3242	5
2384	4812	2
480	1177	4
12072	7792	5
200	302	5
2816	8080	5
15546	12326	5
4743	2735	2
1075	9179	3
2953	1458	5
1058	6262	3
2666	13531	3
4099	7387	5
7430	6935	5
6823	4202	5
8572	12102	5
807	8696	2
2513	11649	5
7705	5075	5
1561	224	5
1674	4143	5
1670	15235	2
3465	4137	4
2611	6296	5
16814	13758	5
157	6120	4
957	12368	4
10446	6700	5
1902	4606	5
208	10881	3
1343	8660	4
7428	7045	1
3865	8733	5
1786	9929	4
7842	5593	4
8481	6068	1
8121	6120	1
1626	14363	5
1223	5111	3
862	13201	3
8407	6068	5
16859	14070	4
40	8755	4
1182	98	5
12698	8640	5
3491	2102	3
354	2267	3
5543	3573	5
8111	6011	5
807	5917	2
597	11982	2
1711	12102	4
161	6261	4
356	3242	4
2595	3693	5
1249	526	3
12622	8536	5
609	13379	4
1343	15929	2
6120	6358	4
876	331	1
1044	6159	1
9731	6293	5
1883	5728	5
14519	11831	5
12018	7764	5
7786	12326	4
920	6701	5
119	14799	3
1127	14040	4
901	14558	3
1393	13011	5
1361	14053	5
2655	3154	5
1249	15818	3
860	14506	4
1565	4017	3
264	7480	5
11498	7489	4
279	9294	5
301	9815	4
804	9842	4
14129	11166	3
263	6247	5
5002	12384	5
3463	2002	3
1769	3083	3
403	12504	2
279	9469	4
3525	14635	5
657	12088	5
3575	12405	1
1848	9348	4
1451	424	4
3782	6672	1
15285	12194	4
4483	14888	4
1333	2926	4
163	12233	5
1333	8167	5
17184	14459	4
10711	15135	3
11603	7572	5
2530	1647	4
11039	7103	1
11846	12450	4
656	12100	4
461	221	4
1195	7460	5
1607	15682	2
1163	7950	4
3954	2253	2
1753	8912	2
2912	1436	5
2316	15431	3
1343	11741	4
4524	10581	5
17351	14653	3
17194	14466	4
11531	13704	4
394	11922	4
2720	11954	4
161	7907	4
447	11299	4
1075	6317	3
1786	11762	4
8143	14366	4
1249	11751	4
16278	13121	5
3069	2733	5
1333	7730	5
6985	4380	5
16605	13419	5
777	5046	5
13997	11004	4
7531	4868	5
575	11984	4
1437	6746	5
106	10142	4
794	6771	3
2224	3997	5
6560	4175	5
1869	5441	5
10188	7633	4
12862	8894	4
4447	12462	4
7357	5711	5
1598	15987	4
1607	5292	5
2457	13338	5
40	1428	3
1353	8903	5
9224	12275	1
3481	2022	5
1565	6600	5
1333	14637	2
1333	8181	5
773	58	2
8681	6852	4
454	150	3
121	12076	2
9451	6565	5
6689	4186	5
7356	6890	4
4290	9025	4
1827	4130	5
11475	7480	5
119	15607	4
15877	12462	5
4343	12462	4
9620	10181	5
15515	14506	5
3633	14398	5
1260	6156	4
621	10107	5
14770	12101	5
1140	10296	4
5185	3208	5
783	59	5
2079	7226	4
4039	12975	5
2456	13396	3
242	12516	5
16172	12986	5
98	7904	5
2230	5309	5
62	6151	4
513	13004	4
1973	13746	3
1866	13393	1
894	6159	4
12591	8495	5
960	12267	5
6634	12100	5
1127	13509	2
1343	15958	3
6534	13584	5
2795	11417	5
4350	6700	2
507	6081	5
10351	12102	5
461	7578	4
12	6030	3
7903	5264	5
3794	2229	5
2917	1439	5
1623	8817	4
1368	8203	3
1787	10507	5
4841	2867	5
673	4640	4
8445	12134	4
5057	11901	5
200	1807	4
3100	14326	3
12586	10515	5
390	7584	5
13560	10288	5
260	7667	5
5733	4735	3
10829	6897	5
40	8921	4
8048	6366	1
12103	7815	5
920	6746	5
5752	11505	4
11319	7378	3
3699	7541	5
14987	12100	5
2817	8674	5
1391	1508	1
8941	6139	3
12808	15078	5
1939	447	5
444	10929	5
9407	6241	5
10056	6447	4
1143	6958	3
4974	4113	4
5873	10298	5
6528	4292	5
301	9809	4
1040	85	4
40	5784	4
1361	12979	4
2154	14432	3
1785	9208	4
3890	4133	5
8174	6120	5
200	7266	3
1068	13963	4
10422	6694	5
3710	7815	4
15415	12282	4
4664	6394	2
434	54	4
1111	4726	4
5121	3173	5
44	14341	2
200	7913	5
12586	10112	5
11956	7717	5
320	4133	5
16190	13025	3
6117	6166	4
10499	7467	5
4591	7667	5
13525	10930	5
1249	3894	2
12356	7950	4
14649	12439	5
356	4632	4
163	6170	5
200	6525	4
205	1319	4
562	5859	5
375	10145	4
1075	2555	1
10711	6897	2
13941	13280	4
771	12555	3
5014	3165	5
11388	7423	5
3237	1863	5
237	8241	5
4425	2353	4
3267	4186	5
849	6016	4
12	41	4
807	5913	3
978	12313	2
1047	10172	2
3323	10434	5
301	13534	4
12672	13560	2
3674	14352	5
1666	309	4
9030	6196	4
554	8667	5
641	6081	4
747	6623	4
4955	3158	4
12095	7809	5
1768	9758	4
1823	8895	5
4308	3241	5
5306	11037	5
17262	14511	2
9718	6291	5
5881	4103	5
2999	13241	5
1721	13494	4
14	6652	5
1915	9690	3
5047	4149	5
6849	10159	5
1075	3007	2
3389	13199	5
4	12002	4
875	13630	4
875	9242	5
40	11880	5
4712	2634	2
18	6565	5
3285	2314	4
4218	6737	5
5731	10566	5
10709	6840	5
3709	7611	5
3980	8600	5
40	5697	4
1249	9797	3
11124	7332	5
1824	7194	5
163	7726	4
2837	2089	5
9974	15409	4
7054	4292	5
984	6219	4
62	6651	4
4916	3152	5
2462	7372	4
1641	9260	3
161	12122	3
1053	14506	4
1931	13125	5
62	7310	4
362	1179	5
1711	6663	4
2252	14317	2
516	48	5
6219	10099	5
1075	13308	1
102	11957	4
11144	7332	5
1075	12398	3
1674	13249	4
7958	5426	5
8582	14324	4
13308	10419	5
2073	1317	3
6982	4503	4
3954	7651	5
832	10118	5
2864	9680	4
1075	6649	3
8495	11925	5
2337	4206	5
17093	14552	2
220	4172	5
3650	6110	5
1674	14016	4
12050	14466	4
1369	4870	5
4969	3161	5
7633	5046	2
1343	15346	4
1075	13340	5
7814	5120	5
2864	3079	5
901	11916	4
1075	12480	4
1711	2311	3
5835	4002	5
1708	11067	5
15578	12460	3
9211	6191	3
2034	9852	5
40	959	3
13539	11408	5
12172	7849	4
15467	12297	4
2070	13967	4
1799	4649	5
1343	14665	4
12264	7907	2
1826	15497	5
62	13602	5
103	12383	4
1399	14880	5
15049	12105	5
129	6420	4
260	12193	4
7895	5241	5
3085	1643	2
7586	5020	1
16619	13449	4
823	6015	4
10258	6613	2
226	6161	5
15599	12342	5
4750	13470	4
7154	4425	5
68	57	5
16096	13390	4
11840	12021	5
7870	5190	5
5042	7462	5
2843	14830	4
8975	6149	5
542	2276	3
11428	7438	5
1848	3744	5
4497	2360	5
12684	8637	5
1708	8700	5
5980	4157	5
824	4292	5
4016	8495	5
1786	2941	4
4623	6382	5
2493	12432	3
6299	14428	4
7563	12008	4
3485	11116	5
14656	11950	4
1788	3457	4
10096	6491	5
16294	13129	5
1781	814	5
8201	6032	5
7807	14461	5
11556	7584	5
9380	14324	5
3583	9999	4
300	14948	4
1065	12983	4
6083	12025	5
398	1013	1
12144	7819	5
1785	2538	4
12373	11380	5
10831	6897	4
70	2288	3
13603	10296	5
301	587	5
1974	14111	4
960	11622	4
248	14308	4
666	6110	5
6555	6867	3
12740	8692	4
14733	11982	5
40	9332	2
3126	6261	5
5166	3193	5
356	13232	4
7335	4588	5
1748	315	3
6701	10188	5
1772	16040	5
1618	4198	4
300	15233	5
6049	11973	5
6118	4160	4
1100	89	5
957	11994	3
12957	9079	5
40	6759	3
70	6120	5
9229	13199	5
764	3154	5
2067	15653	3
4160	5049	5
1911	9358	5
15261	12182	4
7418	11923	4
2574	13880	2
13034	9714	5
161	12374	4
2817	14310	5
188	11630	5
8541	6371	5
5400	3356	5
2135	15116	3
1143	13254	4
15804	12433	5
2078	12436	5
91	7423	5
13179	9491	3
3016	14663	4
1906	12326	4
88	4	2
1340	12718	5
1798	10143	4
11703	7586	4
2484	13623	3
1127	13749	5
1333	2306	5
1068	2990	4
3119	11409	5
6890	12037	5
776	1301	5
716	6120	4
587	53	2
6947	4209	5
4624	13140	4
269	6068	1
11989	12311	5
2611	11986	5
1524	212	3
1393	7843	3
1068	13413	3
5845	6607	3
461	11281	4
8616	13042	5
119	9363	2
447	59	4
2910	1435	4
1781	11416	5
7648	6068	5
10104	6513	5
771	5808	3
189	10623	5
356	11938	4
6148	4142	5
1343	15010	3
1257	610	4
8555	6078	5
161	7562	4
10632	11174	5
7363	12828	3
3030	1553	5
3845	2507	5
2211	11053	5
1075	6313	3
27	6125	5
10432	14640	5
2603	12442	4
1075	7285	3
8088	7126	4
2810	6151	5
606	6239	5
35	1176	5
1657	5477	5
3746	12516	5
890	10202	5
771	9434	4
13265	10107	3
2058	13932	5
12331	7928	5
4617	6852	2
7209	4467	5
4611	5529	1
189	14993	3
200	7113	3
1400	8665	4
355	6777	3
